Protein1,Protein2,Score,Experimental System Type
CTNNB1,MYC,985,genetic
CTNNB1,MET,985,genetic
CTNNB1,HDAC1,985,genetic
RPL35A,NSA2,985,genetic
RPL11,SERBP1,985,genetic
SOCS1,IRS2,985,genetic
ESPN,MYO3B,985,genetic
CYP21A2,HSD11B2,985,genetic
CYP21A2,HSD3B2,985,genetic
IGF1R,GRB2,985,genetic
IGF1R,CTNNB1,985,genetic
CTLA4,CD276,985,genetic
ALAS2,ALAD,985,genetic
IFIH1,ATG5,985,genetic
CDH5,CDH1,985,genetic
NDUFV1,MT-CYB,985,genetic
EIF4A3,NGDN,985,genetic
CDC42,ARHGEF6,985,genetic
MALT1,IKBKB,985,genetic
MYD88,CHUK,985,genetic
MTHFD1,DHFR2,985,genetic
DEPDC5,RRAGB,985,genetic
RPS27,EIF3C,985,genetic
TNNT2,TNNC2,985,genetic
SFTPB,SFTPD,985,genetic
CYP51A1,HMGCS1,984,genetic
RALA,PLD1,984,genetic
GABARAPL2,PIK3C3,984,genetic
OTC,GBE1,984,genetic
MRPS10,RPS3,984,genetic
MRPS10,MRPL1,984,genetic
KCNQ1,CALML6,984,genetic
NGFR,MAGED1,984,genetic
CPB2,PLG,984,genetic
NDUFB4,COX5B,984,genetic
NDUFB4,COX7C,984,genetic
OXCT1,BDH1,984,genetic
DIMT1,RIOK2,984,genetic
DIMT1,RCL1,984,genetic
CHRD,BMP1,984,genetic
APOH,F2,984,genetic
VCL,ACTB,984,genetic
EFNA2,EPHA5,984,genetic
TECR,HACD3,984,genetic
TECR,HACD4,984,genetic
TECR,HACD1,984,genetic
SNRPD3,NCBP2,984,genetic
BIK,MCL1,984,genetic
EIF3D,RPS25,984,genetic
EIF3D,RPS24,984,genetic
EIF3D,RPS27,984,genetic
RBX1,ARIH1,984,genetic
NID2,LAMC1,984,genetic
PYGL,PYGB,984,genetic
BRMS1L,ING2,984,genetic
SNTA1,DTNA,984,genetic
CHMP4B,BROX,984,genetic
RNF125,IFIH1,984,genetic
F9,F7,984,genetic
GLA,GLB1,984,genetic
SGCG,DMD,984,genetic
NTHL1,NEIL1,984,genetic
POLR2C,RTF1,984,genetic
POLR2C,GTF2H1,984,genetic
POLR2C,MED18,984,genetic
POLR2C,RPAP2,984,genetic
PARD6A,MPP5,984,genetic
SETD6,RELA,984,genetic
NME4,NME1,984,genetic
MEFV,NLRP6,984,genetic
AGO2,DGCR8,984,genetic
EIF3E,RPS20,984,genetic
PYCR3,PYCR1,984,genetic
RSPH6A,RSPH9,984,genetic
FBL,DNTTIP2,984,genetic
CD79A,IGLL5,984,genetic
WASL,VCL,984,genetic
WASL,ITSN2,984,genetic
RBM28,CEBPZ,984,genetic
MRPL32,GFM1,984,genetic
MRPL32,MRPL30,984,genetic
YKT6,STX6,984,genetic
YKT6,STX8,984,genetic
FKTN,POMK,984,genetic
RPL19,SERBP1,984,genetic
CSF3,THPO,984,genetic
HSD17B1,CYP19A1,984,genetic
HSD17B1,HSD17B3,984,genetic
COL1A1,ITGB1,984,genetic
MRPL27,MRPL54,984,genetic
IL2,IL17A,984,genetic
CD82,CD81,984,genetic
IL10RA,STAT3,984,genetic
SLC25A3,RING1,984,genetic
MLEC,DDOST,984,genetic
MYL2,ROCK2,984,genetic
IFNG,CSF2,984,genetic
KRR1,RPS18,984,genetic
MRPL51,GADD45GIP1,984,genetic
CHPT1,PCYT1A,984,genetic
USP5,UBB,984,genetic
SRSF9,SRSF1,984,genetic
FBXO5,CDC27,984,genetic
FBXO5,CDC16,984,genetic
MAPK14,RPS6KA4,984,genetic
RPS12,ABCE1,984,genetic
RPS12,EIF2S3,984,genetic
BYSL,RPS23,984,genetic
TBP,MED26,984,genetic
NUDT12,NADSYN1,984,genetic
SPARC,SPP1,984,genetic
IL4,IL2RA,984,genetic
RARS1,LARS2,984,genetic
EHHADH,ACADS,984,genetic
UMPS,UPP2,984,genetic
TNNC1,TNNT3,984,genetic
MAPRE3,DCTN1,984,genetic
MAPRE3,DBN1,984,genetic
SF3B6,SF3A1,984,genetic
NDUFS7,COX5A,984,genetic
ODC1,ARG1,984,genetic
ODC1,SMS,984,genetic
CEBPZ,RBM28,984,genetic
OPRD1,PENK,984,genetic
RPN2,OSTC,984,genetic
CPSF3,NUDT21,984,genetic
DDX55,FTSJ3,984,genetic
DDX55,BOP1,984,genetic
TGFB3,LTBP1,984,genetic
WASHC3,WASHC2A,984,genetic
TARDBP,PRKN,984,genetic
IAPP,INS,984,genetic
ACVR2A,NODAL,984,genetic
POLK,REV1,984,genetic
ACADS,EHHADH,984,genetic
SSPN,SGCE,984,genetic
PLCG1,CBL,984,genetic
MPHOSPH10,RPS16,984,genetic
LYPD3,AGR2,984,genetic
H4C9,HDAC1,984,genetic
BBS2,LZTFL1,984,genetic
GOT2,TAT,984,genetic
IRF1,EP300,984,genetic
MRPS7,MRPL1,984,genetic
NUP85,NDC1,984,genetic
THOC2,SARNP,984,genetic
CDC25B,CHEK1,984,genetic
CCR7,CCL22,984,genetic
ATG14,RUBCN,984,genetic
TRAF2,MAP3K1,984,genetic
EIF3K,RPS16,984,genetic
GNGT1,GNAI1,984,genetic
RAC2,PAK2,984,genetic
MTX2,CHCHD3,984,genetic
NEDD8,BTRC,984,genetic
CDO1,CSAD,984,genetic
RAP1B,APBB1IP,984,genetic
TSG101,SNF8,984,genetic
NDUFA2,NDUFAF2,984,genetic
DPF2,SMARCD3,984,genetic
DPF2,BCL7A,984,genetic
SLC27A1,DGAT2,984,genetic
MRPL34,MRPL20,984,genetic
NDUFA10,COX5B,984,genetic
TRIM28,CBX3,984,genetic
EIF2S3,RPS12,984,genetic
MRPS25,MRPL43,984,genetic
MRPS25,MRPL46,984,genetic
VPS25,HGS,984,genetic
SNRPA1,SMU1,984,genetic
LGALS3,ELN,984,genetic
DNAJB1,HSPA6,984,genetic
NUP210,NUP62,984,genetic
PTCD3,MRPS26,984,genetic
RPA1,XPA,984,genetic
UTP3,RPS16,984,genetic
UTP3,DDX10,984,genetic
CHI3L1,IL13RA2,984,genetic
MYBPH,AMT,984,genetic
ERG28,FDFT1,984,genetic
EIF2S1,EIF3F,984,genetic
CCNB1,PTTG1,984,genetic
MTNR1B,GNB1,984,genetic
PRPF38A,LSM4,984,genetic
DTX1,NOTCH1,984,genetic
NT5E,ADA,984,genetic
NAT10,RSL1D1,984,genetic
NAT10,RPS8,984,genetic
NAT10,RRP12,984,genetic
NAT10,RPS5,984,genetic
RDH5,RPE65,984,genetic
STX6,YKT6,984,genetic
LAMC1,NID2,984,genetic
MRPL44,MRPL30,984,genetic
COX5B,NDUFB4,984,genetic
COX5B,NDUFA10,984,genetic
COX5B,NDUFA6,984,genetic
REV1,POLK,984,genetic
MRPS9,CUL7,984,genetic
MRPS9,IMP3,984,genetic
IGF2BP3,IGF2BP1,984,genetic
CIB2,TMC1,984,genetic
SRSF1,ALYREF,984,genetic
RPL35,MRPS5,984,genetic
TUBB2B,DYNC1H1,984,genetic
GTF2H4,POLR2G,984,genetic
MRPL15,MRPL39,984,genetic
MRPL15,GADD45GIP1,984,genetic
THBS1,ITGB3,984,genetic
NDUFAF1,NDUFA1,984,genetic
KIF11,TTK,984,genetic
ITGAV,PTK2,984,genetic
COX17,COX19,984,genetic
PSMC1,PSMA8,984,genetic
USP22,TADA1,984,genetic
UTP20,RPS3A,984,genetic
UTP6,UTP14C,984,genetic
ARG2,AZIN2,984,genetic
PFDN1,CCT3,984,genetic
HACD3,TECR,984,genetic
CCNT1,MEPCE,984,genetic
PIK3C3,GABARAPL2,984,genetic
PIK3C3,GABARAPL1,984,genetic
RBL2,E2F3,984,genetic
WDR59,CASTOR1,984,genetic
SMAD7,SMAD6,984,genetic
SMARCD3,SMARCD2,984,genetic
SMARCD3,DPF2,984,genetic
TRPA1,TRPM8,984,genetic
YY1,INO80E,984,genetic
YY1,ACTR5,984,genetic
TELO2,RICTOR,984,genetic
RPE65,RDH5,984,genetic
CREBBP,H3C8,984,genetic
COQ9,COQ2,984,genetic
SRCAP,KAT5,984,genetic
XRCC1,NEIL1,984,genetic
E2F3,RBL2,984,genetic
MAPK3,RPS6KA3,984,genetic
SMG6,TERT,984,genetic
DPH1,EEF2,984,genetic
DGCR8,AGO2,984,genetic
SYP,SYN1,984,genetic
DDX18,GNL3,984,genetic
EP300,H3C8,984,genetic
EP300,FOXO1,984,genetic
EP300,IRF1,984,genetic
IL1B,A2M,984,genetic
NAPA,STX8,984,genetic
NAPA,SCFD1,984,genetic
BRD4,DEFB1,984,genetic
IL27RA,STAT1,984,genetic
MED26,TBP,984,genetic
PRKCG,PRKCA,984,genetic
MTIF2,MRPL17,984,genetic
LTK,ALKAL1,984,genetic
POLR1A,POLR3A,984,genetic
VAMP8,VPS39,984,genetic
USE1,NBAS,984,genetic
PIK3CA,SRC,984,genetic
PIK3CA,AKT3,984,genetic
PIK3CA,AKT2,984,genetic
PIK3CA,IRS2,984,genetic
SC5D,DHCR24,984,genetic
CBL,PLCG1,984,genetic
NGEF,EPHA4,984,genetic
PDCL3,CCT6A,984,genetic
GFM1,MRPL32,984,genetic
NOP58,NOLC1,984,genetic
NOP58,RPS16,984,genetic
NOP58,NOP10,984,genetic
YWHAE,MLF1,984,genetic
HDAC4,MEF2C,984,genetic
STAT3,PTPN11,984,genetic
STAT3,IL10RA,984,genetic
STAT3,CDKN1A,984,genetic
STAT3,CEBPB,984,genetic
STAT3,FOXP3,984,genetic
STAT3,HDAC1,984,genetic
STAT3,IL6,984,genetic
RAB10,SLC2A4,984,genetic
NUP54,SEC13,984,genetic
NUP54,NUP88,984,genetic
SDHA,CS,984,genetic
SDHA,NDUFV2,984,genetic
XRN1,LSM6,984,genetic
MRPL3,RPS9,984,genetic
ERCC8,CUL4B,984,genetic
MCM2,H4C9,984,genetic
THOC3,SARNP,984,genetic
PTPN23,CHMP4A,984,genetic
MCCC1,HLCS,984,genetic
TCIRG1,ATP6V1A,984,genetic
ANK1,ITPR3,984,genetic
ANK1,ADD3,984,genetic
ANK1,TTN,984,genetic
EIF4H,EIF4B,984,genetic
GTF2H1,XPA,984,genetic
HPS5,DTNBP1,984,genetic
CACNA1C,CACNA2D4,984,genetic
NDUFA9,MT-CO1,984,genetic
CDK2,BRCA1,984,genetic
CSAD,CDO1,984,genetic
RB1,ARID4A,984,genetic
RB1,PPP1CA,984,genetic
MFAP1,LSM4,984,genetic
TICRR,MTBP,984,genetic
UQCRC2,COX7A1,984,genetic
NOB1,RPS7,984,genetic
TP53,RB1CC1,984,genetic
PFKL,TALDO1,984,genetic
RPS11,EIF3A,984,genetic
RPS11,UTP4,984,genetic
RPS11,RCL1,984,genetic
EIF2D,EIF1,984,genetic
GDF7,BMPR1B,984,genetic
ATP6V1C2,ATP6V0B,984,genetic
RPS27A,EEF1A1,984,genetic
RPS27A,H2AC17,984,genetic
MRPS5,RPL5,984,genetic
MRPS5,RPL35,984,genetic
POLR2D,ERCC3,984,genetic
ATP6V1A,TCIRG1,984,genetic
AMT,MYBPH,984,genetic
AHSG,FGA,984,genetic
SPATA5,AFG1L,984,genetic
NDUFS6,NDUFAF2,984,genetic
RASA1,NRAS,984,genetic
FEM1C,CUL2,984,genetic
ABT1,DHX15,984,genetic
EGFR,GAB2,984,genetic
MRPS28,AURKAIP1,984,genetic
NDUFB9,COX4I1,984,genetic
DPH7,EEF2,984,genetic
GLUD1,GLS2,984,genetic
RPS3,MRTO4,984,genetic
RPS3,TPT1,984,genetic
RPS3,MRPS10,984,genetic
PIGT,PIGO,984,genetic
MRPL49,MRPL38,984,genetic
PPP4C,PPP2R1A,984,genetic
NBAS,USE1,984,genetic
EPHA4,NGEF,984,genetic
GRID2,GRID2IP,984,genetic
SPC25,ZWINT,984,genetic
FLT1,ANGPT1,984,genetic
WASHC2A,WASHC3,984,genetic
RIOK2,DIMT1,984,genetic
RANBP2,NUP58,984,genetic
APP,APBB3,984,genetic
MRPS17,AURKAIP1,984,genetic
ERCC3,POLR2D,984,genetic
NODAL,ACVR2A,984,genetic
MRPL17,MRPS18A,984,genetic
MRPL17,IMP3,984,genetic
MRPL17,MTIF2,984,genetic
MRAS,RAPGEF5,984,genetic
FCER1G,FCAR,984,genetic
IGF2BP1,IGF2BP3,984,genetic
TNFRSF13C,CD40,984,genetic
CALM1,MYLK3,984,genetic
U2AF1,SF1,984,genetic
CRYAA2,CRYBB2,984,genetic
PWP2,DNTTIP2,984,genetic
PWP2,AATF,984,genetic
MED27,MED25,984,genetic
FGFR4,FRS2,984,genetic
CYP11B1,HSD3B1,984,genetic
MAML1,NOTCH4,984,genetic
PCYT1A,CHPT1,984,genetic
COX7A1,MT-CO2,984,genetic
COX7A1,UQCRC2,984,genetic
ACOX1,SCP2,984,genetic
STAT5B,TYK2,984,genetic
SHANK1,HOMER1,984,genetic
NCKIPSD,ARPC4,984,genetic
RPL29,RPL39L,984,genetic
NUP35,NUP160,984,genetic
CCT3,PFDN1,984,genetic
SYN1,SYP,984,genetic
MRPL33,GADD45GIP1,984,genetic
LZTFL1,BBS2,984,genetic
RPN1,OSTC,984,genetic
RUBCN,ATG14,984,genetic
H2AZ1,RUVBL1,984,genetic
ABCE1,RPS12,984,genetic
LSM6,XRN1,984,genetic
ITGA2,ITGB3,984,genetic
NDUFAF2,NDUFA2,984,genetic
NDUFAF2,NDUFS6,984,genetic
RPS23,BYSL,984,genetic
RPS23,EIF3B,984,genetic
RPS23,EIF1,984,genetic
TCERG1,SRRM1,984,genetic
CSF2,IFNG,984,genetic
DEFB1,BRD4,984,genetic
NOL6,RPS28,984,genetic
MELK,BUB1,984,genetic
RPL10L,RPS4X,984,genetic
LRR1,ELOB,984,genetic
VPS35,SNX27,984,genetic
NDUFB8,SDHD,984,genetic
TAF10,GTF2H5,984,genetic
LEO1,ELOA,984,genetic
CACNG2,GRIA3,984,genetic
NUDT21,CPSF3,984,genetic
RUNX1,HDAC2,984,genetic
SNRPD1,PPIE,984,genetic
MED1,RPL11,984,genetic
LALBA,CSN2,984,genetic
DIP2B,DMAP1,984,genetic
TSR1,BUD23,984,genetic
NDUFA7,MT-ND6,984,genetic
MRPL58,MRPL39,984,genetic
SRRM2,PPIE,984,genetic
SRRM2,BCAS2,984,genetic
POLR2G,GTF2H4,984,genetic
POLR1D,POLR3GL,984,genetic
BUB1,MELK,984,genetic
UGT1A6,CYP2D6,984,genetic
MTBP,TICRR,984,genetic
PEX6,PEX7,984,genetic
CDC25A,CCNE2,984,genetic
PYDC1,PYCARD,984,genetic
CTNNA1,AFDN,984,genetic
UGT1A1,SLC35A2,984,genetic
STX8,NAPA,984,genetic
STX8,YKT6,984,genetic
CEBPB,STAT3,984,genetic
FEN1,MRE11,984,genetic
MRPL39,MRPL15,984,genetic
MRPL39,MRPL58,984,genetic
MRPL39,MRPL4,984,genetic
BMP1,CHRD,984,genetic
PGK2,PGAM1,984,genetic
ITPR1,TRPC1,984,genetic
ITPR1,CALML3,984,genetic
UQCRFS1,UQCRHL,984,genetic
UQCRFS1,PMPCA,984,genetic
MRPL4,MRPL39,984,genetic
MRPL4,MRPL28,984,genetic
GLB1,GLA,984,genetic
ING2,BRMS1L,984,genetic
PDHB,PDK1,984,genetic
RPL13,SERBP1,984,genetic
EEF2,DPH1,984,genetic
EEF2,DPH7,984,genetic
WDR3,EXOSC10,984,genetic
WDR3,RPS16,984,genetic
MRPL38,MRPL28,984,genetic
MRPL38,MRPL49,984,genetic
F2,APOH,984,genetic
MEPCE,CCNT1,984,genetic
PLG,CPB2,984,genetic
RPL15,RPL7L1,984,genetic
TERT,SMG6,984,genetic
NLRP6,MEFV,984,genetic
RPL38,RPL22L1,984,genetic
PSMD2,UBB,984,genetic
HSPA6,DNAJB1,984,genetic
RIN1,ABL2,984,genetic
GLS2,GLUD1,984,genetic
SART1,SNRNP70,984,genetic
MRPL57,MRPL50,984,genetic
COQ2,COQ8A,984,genetic
COQ2,COQ9,984,genetic
PSMA8,PSMC1,984,genetic
RAD9A,CLSPN,984,genetic
VPS26C,CCDC93,984,genetic
VPS26C,CCDC22,984,genetic
RPL4,RPS27L,984,genetic
RPL4,RPL7L1,984,genetic
MRPL46,MRPL30,984,genetic
MRPL46,MRPS25,984,genetic
TAF7,GTF2A1,984,genetic
CLSPN,RAD9A,984,genetic
PABPC1,LARP4B,984,genetic
PABPC1,HSPA8,984,genetic
AMBN,AMELX,984,genetic
NSD3,HIST3H3,984,genetic
PAK2,RAC2,984,genetic
PAK2,ARHGAP10,984,genetic
DDX10,UTP3,984,genetic
PER1,CSNK1D,984,genetic
MRPL1,MRPS7,984,genetic
MRPL1,MRPS10,984,genetic
CALML3,ITPR1,984,genetic
MRPS31,MRPS12,984,genetic
MRPS31,CHCHD1,984,genetic
PEX7,PEX6,984,genetic
NDUFS8,SDHD,984,genetic
BAIAP2,ABI1,984,genetic
CNGB3,PDE6C,984,genetic
BIN1,AMPH,984,genetic
ACSS1,CS,984,genetic
MRPS11,RPS24,984,genetic
COX5A,NDUFS7,984,genetic
ROCK2,MYL2,984,genetic
RUVBL1,H2AZ1,984,genetic
CAMK2G,CALML4,984,genetic
UGDH,GALE,984,genetic
GCSH,SHMT2,984,genetic
CXCR2,CCL3,984,genetic
EZH2,MYC,984,genetic
ELL3,CDK9,984,genetic
EPN2,CLTCL1,984,genetic
SLC2A4,RAB10,984,genetic
TALDO1,PFKL,984,genetic
TALDO1,PFKP,984,genetic
RRP7A,RPS24,984,genetic
IMPDH2,IMPDH1,984,genetic
RHOT2,PRKN,984,genetic
PFN4,WAS,984,genetic
CDK20,CCNH,984,genetic
TUFM,RPLP0,984,genetic
TUFM,RPS9,984,genetic
SCN4B,SCN3B,984,genetic
HMGCS1,CYP51A1,984,genetic
TRPM8,TRPA1,984,genetic
POLR2L,POLR2J2,984,genetic
PPP2R1A,PPP4C,984,genetic
NCAPD2,NCAPD3,984,genetic
PKD2L1,PKD1L1,984,genetic
MICOS10,MICOS13,984,genetic
CYP11B2,HSD3B2,984,genetic
MRE11,FEN1,984,genetic
MRE11,RAD51,984,genetic
PPP1CA,TP53BP2,984,genetic
PPP1CA,RB1,984,genetic
SRRM1,SRSF11,984,genetic
NADSYN1,NUDT12,984,genetic
ZFPM1,RBBP4,984,genetic
MED25,MED11,984,genetic
NCBP2,SNRPD3,984,genetic
IMP3,MRPL36,984,genetic
IMP3,RPL23A,984,genetic
IMP3,MRPS9,984,genetic
IMP3,MRPL17,984,genetic
IMP3,RPS9,984,genetic
UTP4,RPS28,984,genetic
UTP4,RPS6,984,genetic
UTP4,RPS24,984,genetic
UTP4,RPS16,984,genetic
UTP4,RPS11,984,genetic
NDUFV2,SDHA,984,genetic
GLUD2,GLUD1,984,genetic
DNMT3B,HIST1H2BO,984,genetic
POLR2J2,POLR2L,984,genetic
RPS27L,RPL23,984,genetic
RPS27L,RPL18,984,genetic
RPS27L,RPL4,984,genetic
HGS,VPS25,984,genetic
POMK,FKTN,984,genetic
MRPL54,MRPL27,984,genetic
EEF1G,RPSA,984,genetic
NOP10,NOP58,984,genetic
RARB,RARA,984,genetic
RARB,NCOA1,984,genetic
HIST2H2AB,H4C9,984,genetic
HIST2H3D,HIST3H2BB,984,genetic
HIST2H3D,H2BC15,984,genetic
HIST2H3D,HDAC1,984,genetic
SHMT2,GCSH,984,genetic
SHMT2,MTR,984,genetic
RPS6KA4,MAPK14,984,genetic
GNAL,DRD1,984,genetic
SYNE3,SUN1,984,genetic
HOMER1,SHANK1,984,genetic
POLR3C,POLR2K,984,genetic
HSP90AA1,BRAF,984,genetic
VPS39,VAMP8,984,genetic
CBX3,TRIM28,984,genetic
EIF5A,UBA52,984,genetic
EIF5A,RPS8,984,genetic
EIF5A,RPL24,984,genetic
DHX15,ABT1,984,genetic
KIR2DL1,HLA-A,984,genetic
TUBA1B,TUBA1C,984,genetic
ARHGAP10,PAK2,984,genetic
NLRP3,NLRP12,984,genetic
SARNP,THOC2,984,genetic
SARNP,THOC3,984,genetic
PNPLA2,PLIN5,984,genetic
MRPL30,MRPL44,984,genetic
MRPL30,MRPL32,984,genetic
MRPL30,MRPL46,984,genetic
BRIX1,RRP15,984,genetic
EEF1A1,RPS27A,984,genetic
EEF1A1,RPL10A,984,genetic
RRP1B,RPF1,984,genetic
RRP1B,PES1,984,genetic
FOXO3,BCL2L11,984,genetic
NDUFA4,NDUFB1,984,genetic
FGFR3,GRB2,984,genetic
MRPL43,MRPS25,984,genetic
PKLR,ENO4,984,genetic
KAT5,SRCAP,984,genetic
KAT5,ANP32E,984,genetic
MEF2C,HDAC4,984,genetic
SFN,ESR1,984,genetic
SFN,FOXO1,984,genetic
CSN2,LALBA,984,genetic
MRPL20,MRPL34,984,genetic
PTK2,ITGAV,984,genetic
TRADD,CHUK,984,genetic
DTNBP1,HPS5,984,genetic
RPS2,RPL7L1,984,genetic
RPS2,EEF1B2,984,genetic
TP53BP2,PPP1CA,984,genetic
COX19,COX17,984,genetic
CS,ACSS1,984,genetic
CS,SDHA,984,genetic
NUP43,NUP50,984,genetic
NUP43,NUP210,984,genetic
NUP43,NUP62,984,genetic
PLD1,RALA,984,genetic
POLR2K,GTF2E2,984,genetic
USP7,UBB,984,genetic
RAPGEF5,MRAS,984,genetic
FCF1,RPS28,984,genetic
EPB41,SPTB,984,genetic
GPT2,GOT1,984,genetic
HMGB1,CXCL12,984,genetic
PDE4D,PDE4DIP,984,genetic
ENO4,PKLR,984,genetic
MTMR2,MTMR12,984,genetic
NUP50,NUP43,984,genetic
RPL27A,RPL22L1,984,genetic
RPL21,RPL22L1,984,genetic
RPS3A,UTP20,984,genetic
RPL22L1,RPS8,984,genetic
RPL22L1,RPL37A,984,genetic
RPL22L1,RPL30,984,genetic
RPL22L1,RPL6,984,genetic
RPL22L1,RPL27A,984,genetic
RPL22L1,RPL38,984,genetic
RPL22L1,RPL21,984,genetic
TAP1,HLA-A,984,genetic
TAP1,B2M,984,genetic
APBB3,APP,984,genetic
ERO1B,PDIA4,984,genetic
PES1,RRP1B,984,genetic
FN1,TLN2,984,genetic
LUC7L2,SNRNP70,984,genetic
NEIL1,XRCC1,984,genetic
NEIL1,NTHL1,984,genetic
ITSN2,WASL,984,genetic
MRPL52,MRPL38,984,genetic
DNM3,DNM2,984,genetic
ARID4A,RB1,984,genetic
FCAR,FCER1G,984,genetic
ERCC6,CTR9,984,genetic
GTF2E2,POLR2K,984,genetic
TAT,GOT2,984,genetic
ZNF44,TRIM28,984,genetic
ANO2,CLCA4,984,genetic
CDC16,FBXO5,984,genetic
SDAD1,NSA2,984,genetic
PEX14,PEX3,984,genetic
ARG1,ODC1,984,genetic
MCRS1,INO80C,984,genetic
SFPQ,MATR3,984,genetic
CCR9,CCL21,984,genetic
RABEP2,RABGEF1,984,genetic
TRIM33,H3C8,984,genetic
CASP8,BCL2,984,genetic
WDR5,PDPK1,984,genetic
MAX,E2F6,984,genetic
PBLD,STRAP,984,genetic
REV3L,POLD1,984,genetic
MYPN,ANKRD1,984,genetic
WWP2,PTEN,984,genetic
H3C8,CREBBP,984,genetic
H3C8,HIST3H2BB,984,genetic
H3C8,EP300,984,genetic
XRCC6,TP53BP1,984,genetic
ZRANB1,TRAF6,984,genetic
HIBCH,ECHS1,984,genetic
MB,INS,984,genetic
KIRREL2,NPHS1,984,genetic
GTPBP4,RPL14,984,genetic
GTPBP4,RPF1,984,genetic
EIF3B,RPS23,984,genetic
MATR3,SFPQ,984,genetic
STAT1,IL27RA,984,genetic
C8A,C7,984,genetic
MT-CO1,NDUFA9,984,genetic
MRPL21,RPS9,984,genetic
FZD5,RNF43,984,genetic
RPL12,SERBP1,984,genetic
DCTN1,MAPRE3,984,genetic
MT-CO2,COX7A1,984,genetic
DMD,SGCG,984,genetic
GAB2,EGFR,984,genetic
MT-CO3,OR10W1,984,genetic
TAF13,GTF2H2,984,genetic
TAF13,GTF2F1,984,genetic
HACD1,TECR,984,genetic
RPL39,PA2G4,984,genetic
KMO,KYAT1,984,genetic
MTR,SHMT2,984,genetic
HEATR1,RPS28,984,genetic
C1orf198,UQCRQ,984,genetic
AGT,ATP6AP2,984,genetic
ACTA1,TNNC2,984,genetic
HIST3H3,H2AX,984,genetic
COQ8A,COQ2,984,genetic
PRKN,TARDBP,984,genetic
PRKN,RHOT2,984,genetic
RRP15,BRIX1,984,genetic
UCHL5,RUVBL2,984,genetic
PEX3,PEX14,984,genetic
INSRR,INSR,984,genetic
DAP3,CHCHD1,984,genetic
ECHS1,HIBCH,984,genetic
CRTC2,CREBBP,984,genetic
OAT,ALDH4A1,984,genetic
TUFT1,TFIP11,984,genetic
PSMD4,PSMD9,984,genetic
AFG1L,SPATA5,984,genetic
MCL1,BIK,984,genetic
EIF3A,RPS6,984,genetic
EIF3A,RPS25,984,genetic
EIF3A,RPS11,984,genetic
PNLIP,PNLIPRP1,984,genetic
POLR3GL,POLR1D,984,genetic
PDE4DIP,PDE4D,984,genetic
HSD3B1,CYP11B1,984,genetic
BRCC3,BRCA2,984,genetic
NRAS,CDKN2A,984,genetic
NRAS,RASA1,984,genetic
SYNCRIP,CSDE1,984,genetic
PDCD11,RPLP0,984,genetic
PDCD11,RRP12,984,genetic
TTK,KIF11,984,genetic
TAF5,TAF7L,984,genetic
TAF5,GTF2H5,984,genetic
PCGF6,CBX2,984,genetic
GNAI3,GNAI1,984,genetic
L1CAM,CD24,984,genetic
BTRC,NEDD8,984,genetic
BTRC,GLI2,984,genetic
DR1,TADA2A,984,genetic
RPL5,MRPS5,984,genetic
SCD,ELOVL6,984,genetic
CHUK,TRADD,984,genetic
GOT1,GPT2,984,genetic
CLCA4,ANO2,984,genetic
MCOLN2,MCOLN1,984,genetic
RPF1,RRP1B,984,genetic
RPF1,RPF2,984,genetic
RPF1,GTPBP4,984,genetic
PRKACB,RAPGEF3,984,genetic
PRKACB,PKIA,984,genetic
IFI44,IFIT3,984,genetic
SRSF11,SRRM1,984,genetic
PGAM1,PGK2,984,genetic
SERBP1,RPL12,984,genetic
SERBP1,RPL19,984,genetic
SERBP1,RPL13,984,genetic
SERBP1,RPL6,984,genetic
C8B,C6,984,genetic
PRKAA2,PRKAA1,984,genetic
DHCR24,SC5D,984,genetic
SSBP3,LDB1,984,genetic
PDE6C,CNGB3,984,genetic
SCP2,ACOX1,984,genetic
ANKRD1,MYPN,984,genetic
PMPCA,UQCRFS1,984,genetic
IFIT3,IFI44,984,genetic
SARDH,PIPOX,984,genetic
IL13RA2,CHI3L1,984,genetic
PTEN,WWP2,984,genetic
PTEN,NEDD4,984,genetic
PTEN,PIK3CB,984,genetic
MRPS18A,MRPL17,984,genetic
MRPS18A,MRPL9,984,genetic
RSPH9,RSPH6A,984,genetic
CD40,TNFRSF13C,984,genetic
DMAP1,DIP2B,984,genetic
POLR3A,POLR1A,984,genetic
NCS1,IL1RAPL1,984,genetic
TNNC2,ACTA1,984,genetic
NUP188,NUP58,984,genetic
SDC4,SDC2,984,genetic
ADA,NT5E,984,genetic
TAF7L,TAF5,984,genetic
MRPS16,MRTO4,984,genetic
RRAGC,MLST8,984,genetic
SF3A3,BUD31,984,genetic
NCR2,KMT2E,984,genetic
MRPS15,ERAL1,984,genetic
PSMB2,PSME1,984,genetic
AZIN2,ARG2,984,genetic
HDAC1,H4C9,984,genetic
HDAC1,STAT3,984,genetic
HDAC1,HIST2H3D,984,genetic
SRC,PIK3CA,984,genetic
SRC,DOCK1,984,genetic
EIF3I,EIF4G1,984,genetic
LHX2,LDB1,984,genetic
RPS4X,RPL10L,984,genetic
CNTRL,CEP170,984,genetic
TRAF1,TNFRSF9,984,genetic
RPL10A,EEF1A1,984,genetic
UBE2D1,UBE3A,984,genetic
ZWINT,SPC25,984,genetic
PCDH15,USH1G,984,genetic
DKK1,CKAP4,984,genetic
